500,502,1,5,0,1
500,502,2,5,0,2
500,502,3,5,0,1
500,502,4,5,0,0
500,502,5,5,0,0
500,502,6,5,0,0
500,502,7,5,0,1
500,502,8,5,0,0
500,502,9,5,0,0
500,502,10,5,0,0
500,502,11,5,0,0
500,502,12,5,0,0
500,502,13,5,0,0
500,502,14,5,0,0
500,502,15,5,0,0
500,502,16,5,0,0
500,502,1,5,0,3
500,502,2,5,0,0
500,502,3,5,0,1
500,502,4,5,0,1
500,502,5,5,0,0
500,502,6,5,0,0
500,502,7,5,0,0
500,502,8,5,0,0
500,502,9,5,0,0
500,502,10,5,0,0
500,502,11,5,0,0
500,502,12,5,0,0
500,502,13,5,0,0
500,502,1,7,2,5
500,502,2,8,1,2
500,502,3,8,0,1
500,502,4,8,0,0
500,502,5,8,0,0
500,502,6,8,0,0
500,502,7,8,0,0
500,502,8,8,0,0
500,502,9,8,0,0
500,502,10,8,0,0
500,502,11,8,0,0
500,502,12,8,0,0
500,502,1,9,4,1
500,502,2,14,5,1
500,502,3,21,7,2
500,502,4,36,15,8
500,502,5,51,15,5
500,502,6,66,15,11
500,502,7,88,22,10
500,502,8,103,15,11
500,502,9,128,25,14
500,502,10,149,21,18
500,502,11,169,20,20
500,502,12,191,22,21
500,502,13,217,26,14
500,502,14,241,24,24
500,502,15,265,24,20
500,502,16,278,13,25
500,502,17,291,13,24
500,502,18,304,13,21
500,502,19,311,7,13
500,502,20,318,7,11
500,502,21,320,2,10
500,502,22,322,2,13
500,502,23,323,1,6
500,502,24,324,1,2
500,502,25,325,1,11
500,502,26,325,0,1
500,502,27,326,1,5
500,502,28,326,0,3
500,502,29,326,0,0
500,502,30,326,0,0
500,502,31,326,0,0
500,502,32,326,0,1
500,502,33,326,0,0
500,502,34,326,0,0
500,502,35,326,0,0
500,502,36,326,0,0
500,502,37,326,0,0
500,502,38,326,0,0
500,502,39,326,0,0
500,502,40,326,0,0
500,502,41,326,0,0
500,502,1,8,3,2
500,502,2,13,5,3
500,502,3,17,4,2
500,502,4,21,4,5
500,502,5,29,8,6
500,502,6,37,8,7
500,502,7,47,10,5
500,502,8,56,9,10
500,502,9,67,11,7
500,502,10,78,11,8
500,502,11,91,13,16
500,502,12,104,13,11
500,502,13,113,9,11
500,502,14,117,4,9
500,502,15,123,6,9
500,502,16,130,7,8
500,502,17,137,7,6
500,502,18,144,7,7
500,502,19,154,10,8
500,502,20,167,13,8
500,502,21,179,12,8
500,502,22,190,11,10
500,502,23,198,8,15
500,502,24,210,12,8
500,502,25,225,15,10
500,502,26,238,13,12
500,502,27,239,1,14
500,502,28,240,1,9
500,502,29,240,0,1
500,502,30,240,0,3
500,502,31,240,0,2
500,502,32,240,0,0
500,502,33,240,0,0
500,502,34,240,0,0
500,502,35,240,0,0
500,502,36,240,0,0
500,502,37,240,0,0
500,502,38,240,0,0
500,502,39,240,0,0
500,502,40,240,0,0
500,502,1,10,5,2
500,502,2,15,5,6
500,502,3,18,3,4
500,502,4,21,3,3
500,502,5,25,4,6
500,502,6,30,5,3
500,502,7,33,3,4
500,502,8,42,9,4
500,502,9,51,9,6
500,502,10,61,10,10
500,502,11,66,5,8
500,502,12,73,7,7
500,502,13,81,8,9
500,502,14,87,6,6
500,502,15,94,7,8
500,502,16,103,9,4
500,502,17,115,12,9
500,502,18,122,7,12
500,502,19,126,4,8
500,502,20,127,1,6
500,502,21,128,1,2
500,502,22,129,1,0
500,502,23,130,1,2
500,502,24,130,0,1
500,502,25,130,0,0
500,502,26,130,0,0
500,502,27,130,0,0
500,502,28,130,0,0
500,502,29,130,0,0
500,502,30,130,0,0
500,502,31,130,0,0
500,502,32,130,0,0
500,502,33,130,0,0
500,502,1,9,4,0
500,502,2,14,5,0
500,502,3,22,8,1
500,502,4,34,12,4
500,502,5,47,13,3
500,502,6,69,22,8
500,502,7,103,34,16
500,502,8,140,37,10
500,502,9,183,43,17
500,502,10,230,47,33
500,502,11,268,38,38
500,502,12,310,42,24
500,502,13,338,28,47
500,502,14,358,20,36
500,502,15,367,9,33
500,502,16,375,8,23
500,502,17,377,2,19
500,502,18,377,0,10
500,502,19,377,0,13
500,502,20,377,0,11
500,502,21,377,0,9
500,502,22,377,0,6
500,502,23,377,0,6
500,502,24,377,0,3
500,502,25,377,0,1
500,502,26,377,0,2
500,502,27,377,0,0
500,502,28,377,0,0
500,502,29,377,0,1
500,502,30,377,0,3
500,502,31,377,0,0
500,502,32,377,0,0
500,502,33,377,0,0
500,502,34,377,0,0
500,502,35,377,0,0
500,502,36,377,0,0
500,502,37,377,0,0
500,502,38,377,0,0
500,502,39,377,0,0
500,502,1,12,7,2
500,502,2,26,14,5
500,502,3,46,20,13
500,502,4,79,33,15
500,502,5,127,48,20
500,502,6,180,53,37
500,502,7,233,53,34
500,502,8,272,39,59
500,502,9,299,27,36
500,502,10,315,16,44
500,502,11,328,13,29
500,502,12,334,6,19
500,502,13,344,10,8
500,502,14,349,5,12
500,502,15,352,3,8
500,502,16,353,1,7
500,502,17,353,0,3
500,502,18,354,1,1
500,502,19,354,0,1
500,502,20,354,0,0
500,502,21,354,0,1
500,502,22,354,0,0
500,502,23,354,0,0
500,502,24,354,0,0
500,502,25,354,0,0
500,502,26,354,0,0
500,502,27,354,0,0
500,502,28,354,0,0
500,502,29,354,0,0
500,502,30,354,0,0
500,502,1,10,5,5
500,502,2,15,5,5
500,502,3,24,9,3
500,502,4,37,13,8
500,502,5,52,15,12
500,502,6,70,18,14
500,502,7,90,20,17
500,502,8,114,24,16
500,502,9,151,37,22
500,502,10,191,40,32
500,502,11,231,40,38
500,502,12,252,21,43
500,502,13,278,26,30
500,502,14,299,21,22
500,502,15,318,19,26
500,502,16,336,18,19
500,502,17,345,9,15
500,502,18,352,7,11
500,502,19,356,4,10
500,502,20,359,3,6
500,502,21,360,1,4
500,502,22,361,1,1
500,502,23,361,0,0
500,502,24,361,0,2
500,502,25,361,0,0
500,502,26,361,0,0
500,502,27,361,0,0
500,502,28,361,0,0
500,502,29,361,0,0
500,502,30,361,0,0
500,502,31,361,0,0
500,502,32,361,0,0
500,502,33,361,0,0
500,1934,1,16,11,1
500,1934,2,36,20,2
500,1934,3,82,46,12
500,1934,4,168,86,14
500,1934,5,294,126,39
500,1934,6,396,102,56
500,1934,7,454,58,60
500,1934,8,479,25,64
500,1934,9,486,7,66
500,1934,10,490,4,47
500,1934,11,490,0,42
500,1934,12,490,0,17
500,1934,13,492,2,26
500,1934,14,492,0,15
500,1934,15,492,0,7
500,1934,16,492,0,6
500,1934,17,492,0,6
500,1934,18,492,0,2
500,1934,19,492,0,4
500,1934,20,492,0,2
500,1934,21,492,0,2
500,1934,22,492,0,0
500,1934,23,492,0,0
500,1934,24,492,0,0
500,1934,25,492,0,1
500,1934,26,492,0,0
500,1934,27,492,0,0
500,1934,28,492,0,0
500,1934,29,492,0,1
500,1934,30,492,0,0
500,1934,31,492,0,0
500,1934,32,492,0,0
500,1934,33,492,0,0
500,1934,34,492,0,0
500,1934,35,492,0,0
500,1934,36,492,0,0
500,1934,37,492,0,0
500,1934,38,492,0,0
500,1934,1,13,8,0
500,1934,2,36,23,6
500,1934,3,78,42,11
500,1934,4,166,88,29
500,1934,5,274,108,59
500,1934,6,378,104,72
500,1934,7,436,58,95
500,1934,8,458,22,76
500,1934,9,469,11,57
500,1934,10,473,4,27
500,1934,11,475,2,25
500,1934,12,475,0,7
500,1934,13,475,0,5
500,1934,14,475,0,1
500,1934,15,475,0,1
500,1934,16,475,0,3
500,1934,17,475,0,1
500,1934,18,475,0,0
500,1934,19,475,0,0
500,1934,20,475,0,0
500,1934,21,475,0,0
500,1934,22,475,0,0
500,1934,23,475,0,0
500,1934,24,475,0,0
500,1934,25,475,0,0
500,1934,26,475,0,0
500,1934,1,15,10,4
500,1934,2,39,24,9
500,1934,3,72,33,21
500,1934,4,138,66,35
500,1934,5,225,87,56
500,1934,6,296,71,75
500,1934,7,354,58,72
500,1934,8,393,39,55
500,1934,9,422,29,44
500,1934,10,436,14,37
500,1934,11,440,4,21
500,1934,12,442,2,11
500,1934,13,443,1,1
500,1934,14,444,1,1
500,1934,15,444,0,1
500,1934,16,444,0,1
500,1934,17,444,0,0
500,1934,18,444,0,0
500,1934,19,444,0,0
500,1934,20,444,0,0
500,1934,21,444,0,0
500,1934,22,444,0,0
500,1934,23,444,0,0
500,1934,24,444,0,0
500,1934,25,444,0,0
500,1934,1,17,12,2
500,1934,2,58,41,5
500,1934,3,184,126,14
500,1934,4,411,227,40
500,1934,5,491,80,95
500,1934,6,496,5,87
500,1934,7,496,0,49
500,1934,8,496,0,55
500,1934,9,496,0,34
500,1934,10,497,1,29
500,1934,11,497,0,28
500,1934,12,497,0,18
500,1934,13,497,0,10
500,1934,14,497,0,4
500,1934,15,497,0,5
500,1934,16,497,0,10
500,1934,17,497,0,3
500,1934,18,497,0,3
500,1934,19,497,0,0
500,1934,20,497,0,1
500,1934,21,497,0,2
500,1934,22,497,0,2
500,1934,23,497,0,0
500,1934,24,497,0,0
500,1934,25,497,0,1
500,1934,26,497,0,0
500,1934,27,497,0,0
500,1934,28,497,0,0
500,1934,29,497,0,0
500,1934,30,497,0,0
500,1934,31,497,0,0
500,1934,32,497,0,0
500,1934,33,497,0,0
500,1934,34,497,0,0
500,1934,1,32,27,3
500,1934,2,121,89,14
500,1934,3,315,194,63
500,1934,4,459,144,119
500,1934,5,487,28,134
500,1934,6,494,7,70
500,1934,7,495,1,48
500,1934,8,495,0,24
500,1934,9,495,0,9
500,1934,10,495,0,7
500,1934,11,495,0,4
500,1934,12,495,0,0
500,1934,13,495,0,0
500,1934,14,495,0,0
500,1934,15,495,0,0
500,1934,16,495,0,0
500,1934,17,495,0,0
500,1934,18,495,0,0
500,1934,19,495,0,0
500,1934,20,495,0,0
500,1934,1,18,13,4
500,1934,2,72,54,9
500,1934,3,221,149,44
500,1934,4,427,206,123
500,1934,5,491,64,186
500,1934,6,496,5,91
500,1934,7,496,0,31
500,1934,8,496,0,6
500,1934,9,496,0,1
500,1934,10,496,0,1
500,1934,11,496,0,0
500,1934,12,496,0,0
500,1934,13,496,0,0
500,1934,14,496,0,0
500,1934,15,496,0,0
500,1934,16,496,0,0
