result,graph,config,type,operation,method,generator
3.05E-04,er15,4,edge,deletion,adjmat,Erdos Renyi 
3.18E-04,er15,4,edge,deletion,adjmat,Erdos Renyi 
7.30E-04,er15,4,edge,deletion,adjmat,Erdos Renyi 
3.27E-04,er15,4,edge,deletion,adjmat,Erdos Renyi 
3.66E-04,er15,4,edge,deletion,adjmat,Erdos Renyi 
8.11E-04,er16,5,edge,deletion,adjmat,Erdos Renyi 
2.99E-04,er16,5,edge,deletion,adjmat,Erdos Renyi 
7.19E-04,er16,5,edge,deletion,adjmat,Erdos Renyi 
5.69E-04,er16,5,edge,deletion,adjmat,Erdos Renyi 
3.15E-04,er16,5,edge,deletion,adjmat,Erdos Renyi 
2.78E-04,er17,5,edge,deletion,adjmat,Erdos Renyi 
5.79E-04,er17,5,edge,deletion,adjmat,Erdos Renyi 
6.20E-04,er17,5,edge,deletion,adjmat,Erdos Renyi 
2.88E-04,er17,5,edge,deletion,adjmat,Erdos Renyi 
2.82E-04,er17,5,edge,deletion,adjmat,Erdos Renyi 
6.32E-04,er18,5,edge,deletion,adjmat,Erdos Renyi 
6.20E-04,er18,5,edge,deletion,adjmat,Erdos Renyi 
3.13E-04,er18,5,edge,deletion,adjmat,Erdos Renyi 
4.55E-04,er18,5,edge,deletion,adjmat,Erdos Renyi 
2.80E-04,er18,5,edge,deletion,adjmat,Erdos Renyi 
3.36E-04,er19,6,edge,deletion,adjmat,Erdos Renyi 
3.15E-04,er19,6,edge,deletion,adjmat,Erdos Renyi 
0.001129826,er19,6,edge,deletion,adjmat,Erdos Renyi 
3.45E-04,er19,6,edge,deletion,adjmat,Erdos Renyi 
0.001205034,er19,6,edge,deletion,adjmat,Erdos Renyi 
0.001037258,er20,6,edge,deletion,adjmat,Erdos Renyi 
3.38E-04,er20,6,edge,deletion,adjmat,Erdos Renyi 
3.72E-04,er20,6,edge,deletion,adjmat,Erdos Renyi 
0.001112266,er20,6,edge,deletion,adjmat,Erdos Renyi 
3.39E-04,er20,6,edge,deletion,adjmat,Erdos Renyi 
3.68E-04,er21,6,edge,deletion,adjmat,Erdos Renyi 
9.99E-04,er21,6,edge,deletion,adjmat,Erdos Renyi 
2.94E-04,er21,6,edge,deletion,adjmat,Erdos Renyi 
3.26E-04,er21,6,edge,deletion,adjmat,Erdos Renyi 
9.91E-04,er21,6,edge,deletion,adjmat,Erdos Renyi 
3.32E-04,er22,7,edge,deletion,adjmat,Erdos Renyi 
9.95E-04,er22,7,edge,deletion,adjmat,Erdos Renyi 
9.83E-04,er22,7,edge,deletion,adjmat,Erdos Renyi 
3.45E-04,er22,7,edge,deletion,adjmat,Erdos Renyi 
0.001026788,er22,7,edge,deletion,adjmat,Erdos Renyi 
2.95E-04,er23,7,edge,deletion,adjmat,Erdos Renyi 
9.70E-04,er23,7,edge,deletion,adjmat,Erdos Renyi 
3.79E-04,er23,7,edge,deletion,adjmat,Erdos Renyi 
2.91E-04,er23,7,edge,deletion,adjmat,Erdos Renyi 
0.001047096,er23,7,edge,deletion,adjmat,Erdos Renyi 
3.29E-04,er24,7,edge,deletion,adjmat,Erdos Renyi 
9.90E-04,er24,7,edge,deletion,adjmat,Erdos Renyi 
9.58E-04,er24,7,edge,deletion,adjmat,Erdos Renyi 
0.001009523,er24,7,edge,deletion,adjmat,Erdos Renyi 
0.001132339,er24,7,edge,deletion,adjmat,Erdos Renyi 
9.94E-04,er25,8,edge,deletion,adjmat,Erdos Renyi 
0.001150098,er25,8,edge,deletion,adjmat,Erdos Renyi 
0.001152238,er25,8,edge,deletion,adjmat,Erdos Renyi 
0.001203702,er25,8,edge,deletion,adjmat,Erdos Renyi 
0.001080574,er25,8,edge,deletion,adjmat,Erdos Renyi 
0.001090112,er26,8,edge,deletion,adjmat,Erdos Renyi 
9.71E-04,er26,8,edge,deletion,adjmat,Erdos Renyi 
0.001041568,er26,8,edge,deletion,adjmat,Erdos Renyi 
9.07E-04,er26,8,edge,deletion,adjmat,Erdos Renyi 
9.91E-04,er26,8,edge,deletion,adjmat,Erdos Renyi 
0.001682353,er27,8,edge,deletion,adjmat,Erdos Renyi 
9.67E-04,er27,8,edge,deletion,adjmat,Erdos Renyi 
0.00102669,er27,8,edge,deletion,adjmat,Erdos Renyi 
9.57E-04,er27,8,edge,deletion,adjmat,Erdos Renyi 
0.001235184,er27,8,edge,deletion,adjmat,Erdos Renyi 
0.009128152,er01,0,edge,deletion,incmat,Erdos Renyi 
0.009162687,er01,0,edge,deletion,incmat,Erdos Renyi 
0.009167224,er01,0,edge,deletion,incmat,Erdos Renyi 
0.009298397,er01,0,edge,deletion,incmat,Erdos Renyi 
0.025730066,er01,0,edge,deletion,incmat,Erdos Renyi 
0.00910938,er02,0,edge,deletion,incmat,Erdos Renyi 
0.009011574,er02,0,edge,deletion,incmat,Erdos Renyi 
0.009004033,er02,0,edge,deletion,incmat,Erdos Renyi 
0.009058692,er02,0,edge,deletion,incmat,Erdos Renyi 
0.009535792,er02,0,edge,deletion,incmat,Erdos Renyi 
0.009390718,er03,0,edge,deletion,incmat,Erdos Renyi 
0.009116793,er03,0,edge,deletion,incmat,Erdos Renyi 
0.013044496,er03,0,edge,deletion,incmat,Erdos Renyi 
0.009017518,er03,0,edge,deletion,incmat,Erdos Renyi 
0.011642388,er03,0,edge,deletion,incmat,Erdos Renyi 
0.009971601,er04,1,edge,deletion,incmat,Erdos Renyi 
0.011457114,er04,1,edge,deletion,incmat,Erdos Renyi 
0.009869714,er04,1,edge,deletion,incmat,Erdos Renyi 
0.009785073,er04,1,edge,deletion,incmat,Erdos Renyi 
0.009970913,er04,1,edge,deletion,incmat,Erdos Renyi 
0.009987289,er05,1,edge,deletion,incmat,Erdos Renyi 
0.009759732,er05,1,edge,deletion,incmat,Erdos Renyi 
0.020455737,er05,1,edge,deletion,incmat,Erdos Renyi 
0.01000239,er05,1,edge,deletion,incmat,Erdos Renyi 
0.009595248,er05,1,edge,deletion,incmat,Erdos Renyi 
0.009775602,er06,1,edge,deletion,incmat,Erdos Renyi 
0.010012877,er06,1,edge,deletion,incmat,Erdos Renyi 
0.009652955,er06,1,edge,deletion,incmat,Erdos Renyi 
0.012034632,er06,1,edge,deletion,incmat,Erdos Renyi 
0.009623847,er06,1,edge,deletion,incmat,Erdos Renyi 
0.009945556,er07,2,edge,deletion,incmat,Erdos Renyi 
0.013220327,er07,2,edge,deletion,incmat,Erdos Renyi 
0.01089473,er07,2,edge,deletion,incmat,Erdos Renyi 
0.012537596,er07,2,edge,deletion,incmat,Erdos Renyi 
0.010944121,er07,2,edge,deletion,incmat,Erdos Renyi 
0.028042565,er08,2,edge,deletion,incmat,Erdos Renyi 
0.011388761,er08,2,edge,deletion,incmat,Erdos Renyi 
0.011289031,er08,2,edge,deletion,incmat,Erdos Renyi 
0.027245051,er08,2,edge,deletion,incmat,Erdos Renyi 
0.01101224,er08,2,edge,deletion,incmat,Erdos Renyi 
0.011631773,er09,2,edge,deletion,incmat,Erdos Renyi 
0.011991297,er09,2,edge,deletion,incmat,Erdos Renyi 
0.011646146,er09,2,edge,deletion,incmat,Erdos Renyi 
0.012161476,er09,2,edge,deletion,incmat,Erdos Renyi 
0.012438565,er09,2,edge,deletion,incmat,Erdos Renyi 
0.030521394,er10,3,edge,deletion,incmat,Erdos Renyi 
0.031426978,er10,3,edge,deletion,incmat,Erdos Renyi 
0.036064185,er10,3,edge,deletion,incmat,Erdos Renyi 
0.044313264,er10,3,edge,deletion,incmat,Erdos Renyi 
0.03883574,er10,3,edge,deletion,incmat,Erdos Renyi 
0.047384589,er11,3,edge,deletion,incmat,Erdos Renyi 
0.038487634,er11,3,edge,deletion,incmat,Erdos Renyi 
0.232247833,er11,3,edge,deletion,incmat,Erdos Renyi 
0.038061801,er11,3,edge,deletion,incmat,Erdos Renyi 
0.0385889,er11,3,edge,deletion,incmat,Erdos Renyi 
0.031164819,er12,3,edge,deletion,incmat,Erdos Renyi 
0.03476555,er12,3,edge,deletion,incmat,Erdos Renyi 
0.042424174,er12,3,edge,deletion,incmat,Erdos Renyi 
0.037127344,er12,3,edge,deletion,incmat,Erdos Renyi 
0.690655319,er12,3,edge,deletion,incmat,Erdos Renyi 
0.036464174,er13,4,edge,deletion,incmat,Erdos Renyi 
0.039500631,er13,4,edge,deletion,incmat,Erdos Renyi 
0.032806784,er13,4,edge,deletion,incmat,Erdos Renyi 
0.048452344,er13,4,edge,deletion,incmat,Erdos Renyi 
0.034275346,er13,4,edge,deletion,incmat,Erdos Renyi 
0.033276681,er14,4,edge,deletion,incmat,Erdos Renyi 
0.037728943,er14,4,edge,deletion,incmat,Erdos Renyi 
0.037395073,er14,4,edge,deletion,incmat,Erdos Renyi 
0.033930916,er14,4,edge,deletion,incmat,Erdos Renyi 
0.032305702,er14,4,edge,deletion,incmat,Erdos Renyi 
0.037467053,er15,4,edge,deletion,incmat,Erdos Renyi 
0.040478177,er15,4,edge,deletion,incmat,Erdos Renyi 
0.032317356,er15,4,edge,deletion,incmat,Erdos Renyi 
0.038864125,er15,4,edge,deletion,incmat,Erdos Renyi 
0.037753333,er15,4,edge,deletion,incmat,Erdos Renyi 
0.044619507,er16,5,edge,deletion,incmat,Erdos Renyi 
0.04849987,er16,5,edge,deletion,incmat,Erdos Renyi 
0.042805278,er16,5,edge,deletion,incmat,Erdos Renyi 
0.066452542,er16,5,edge,deletion,incmat,Erdos Renyi 
0.050067636,er16,5,edge,deletion,incmat,Erdos Renyi 
0.034378422,er17,5,edge,deletion,incmat,Erdos Renyi 
0.035054774,er17,5,edge,deletion,incmat,Erdos Renyi 
0.033609248,er17,5,edge,deletion,incmat,Erdos Renyi 
0.041352045,er17,5,edge,deletion,incmat,Erdos Renyi 
0.042058375,er17,5,edge,deletion,incmat,Erdos Renyi 
0.037697063,er18,5,edge,deletion,incmat,Erdos Renyi 
0.036481559,er18,5,edge,deletion,incmat,Erdos Renyi 
0.340911916,er18,5,edge,deletion,incmat,Erdos Renyi 
0.036952172,er18,5,edge,deletion,incmat,Erdos Renyi 
0.035251054,er18,5,edge,deletion,incmat,Erdos Renyi 
0.195980045,er19,6,edge,deletion,incmat,Erdos Renyi 
0.049589882,er19,6,edge,deletion,incmat,Erdos Renyi 
0.048313397,er19,6,edge,deletion,incmat,Erdos Renyi 
0.048150907,er19,6,edge,deletion,incmat,Erdos Renyi 
0.043415636,er19,6,edge,deletion,incmat,Erdos Renyi 
0.042862924,er20,6,edge,deletion,incmat,Erdos Renyi 
0.05325637,er20,6,edge,deletion,incmat,Erdos Renyi 
0.042249122,er20,6,edge,deletion,incmat,Erdos Renyi 
0.042697548,er20,6,edge,deletion,incmat,Erdos Renyi 
0.042541066,er20,6,edge,deletion,incmat,Erdos Renyi 
0.043126838,er21,6,edge,deletion,incmat,Erdos Renyi 
0.043403319,er21,6,edge,deletion,incmat,Erdos Renyi 
0.048579229,er21,6,edge,deletion,incmat,Erdos Renyi 
0.048100886,er21,6,edge,deletion,incmat,Erdos Renyi 
0.046632881,er21,6,edge,deletion,incmat,Erdos Renyi 
0.057482005,er22,7,edge,deletion,incmat,Erdos Renyi 
0.052487743,er22,7,edge,deletion,incmat,Erdos Renyi 
0.068451894,er22,7,edge,deletion,incmat,Erdos Renyi 
0.057078526,er22,7,edge,deletion,incmat,Erdos Renyi 
0.056640726,er22,7,edge,deletion,incmat,Erdos Renyi 
0.090534659,er23,7,edge,deletion,incmat,Erdos Renyi 
0.093333368,er23,7,edge,deletion,incmat,Erdos Renyi 
0.072357002,er23,7,edge,deletion,incmat,Erdos Renyi 
0.09186847,er23,7,edge,deletion,incmat,Erdos Renyi 
0.065166209,er23,7,edge,deletion,incmat,Erdos Renyi 
0.064214123,er24,7,edge,deletion,incmat,Erdos Renyi 
0.051642116,er24,7,edge,deletion,incmat,Erdos Renyi 
0.090481706,er24,7,edge,deletion,incmat,Erdos Renyi 
0.051057803,er24,7,edge,deletion,incmat,Erdos Renyi 
0.050916395,er24,7,edge,deletion,incmat,Erdos Renyi 
0.048084589,er25,8,edge,deletion,incmat,Erdos Renyi 
0.073248934,er25,8,edge,deletion,incmat,Erdos Renyi 
0.058330742,er25,8,edge,deletion,incmat,Erdos Renyi 
0.047831309,er25,8,edge,deletion,incmat,Erdos Renyi 
0.04857036,er25,8,edge,deletion,incmat,Erdos Renyi 
0.047765723,er26,8,edge,deletion,incmat,Erdos Renyi 
0.070463593,er26,8,edge,deletion,incmat,Erdos Renyi 
0.048376872,er26,8,edge,deletion,incmat,Erdos Renyi 
0.045985795,er26,8,edge,deletion,incmat,Erdos Renyi 
0.047497952,er26,8,edge,deletion,incmat,Erdos Renyi 
0.058268495,er27,8,edge,deletion,incmat,Erdos Renyi 
0.047534076,er27,8,edge,deletion,incmat,Erdos Renyi 
0.047385023,er27,8,edge,deletion,incmat,Erdos Renyi 
0.04741346,er27,8,edge,deletion,incmat,Erdos Renyi 
0.04469806,er27,8,edge,deletion,incmat,Erdos Renyi 
4.10E-04,sf01,0,edge,deletion,adjlist,Scale Free
3.88E-04,sf01,0,edge,deletion,adjlist,Scale Free
3.87E-04,sf01,0,edge,deletion,adjlist,Scale Free
3.89E-04,sf01,0,edge,deletion,adjlist,Scale Free
3.92E-04,sf01,0,edge,deletion,adjlist,Scale Free
4.19E-04,sf02,0,edge,deletion,adjlist,Scale Free
3.85E-04,sf02,0,edge,deletion,adjlist,Scale Free
3.93E-04,sf02,0,edge,deletion,adjlist,Scale Free
4.07E-04,sf02,0,edge,deletion,adjlist,Scale Free
4.34E-04,sf02,0,edge,deletion,adjlist,Scale Free
4.25E-04,sf03,0,edge,deletion,adjlist,Scale Free
4.20E-04,sf03,0,edge,deletion,adjlist,Scale Free
6.02E-04,sf03,0,edge,deletion,adjlist,Scale Free
4.38E-04,sf03,0,edge,deletion,adjlist,Scale Free
4.17E-04,sf03,0,edge,deletion,adjlist,Scale Free
6.19E-04,sf04,1,edge,deletion,adjlist,Scale Free
6.43E-04,sf04,1,edge,deletion,adjlist,Scale Free
6.83E-04,sf04,1,edge,deletion,adjlist,Scale Free
6.97E-04,sf04,1,edge,deletion,adjlist,Scale Free
6.86E-04,sf04,1,edge,deletion,adjlist,Scale Free
6.19E-04,sf05,1,edge,deletion,adjlist,Scale Free
6.06E-04,sf05,1,edge,deletion,adjlist,Scale Free
6.59E-04,sf05,1,edge,deletion,adjlist,Scale Free
5.87E-04,sf05,1,edge,deletion,adjlist,Scale Free
5.85E-04,sf05,1,edge,deletion,adjlist,Scale Free
5.58E-04,sf06,1,edge,deletion,adjlist,Scale Free
5.83E-04,sf06,1,edge,deletion,adjlist,Scale Free
6.94E-04,sf06,1,edge,deletion,adjlist,Scale Free
6.17E-04,sf06,1,edge,deletion,adjlist,Scale Free
6.82E-04,sf06,1,edge,deletion,adjlist,Scale Free
6.91E-04,sf07,2,edge,deletion,adjlist,Scale Free
7.85E-04,sf07,2,edge,deletion,adjlist,Scale Free
6.47E-04,sf07,2,edge,deletion,adjlist,Scale Free
7.17E-04,sf07,2,edge,deletion,adjlist,Scale Free
6.74E-04,sf07,2,edge,deletion,adjlist,Scale Free
7.82E-04,sf08,2,edge,deletion,adjlist,Scale Free
8.88E-04,sf08,2,edge,deletion,adjlist,Scale Free
8.61E-04,sf08,2,edge,deletion,adjlist,Scale Free
7.56E-04,sf08,2,edge,deletion,adjlist,Scale Free
8.01E-04,sf08,2,edge,deletion,adjlist,Scale Free
7.24E-04,sf09,2,edge,deletion,adjlist,Scale Free
7.72E-04,sf09,2,edge,deletion,adjlist,Scale Free
8.27E-04,sf09,2,edge,deletion,adjlist,Scale Free
6.72E-04,sf09,2,edge,deletion,adjlist,Scale Free
8.71E-04,sf09,2,edge,deletion,adjlist,Scale Free
0.001043371,sf10,3,edge,deletion,adjlist,Scale Free
6.34E-04,sf10,3,edge,deletion,adjlist,Scale Free
7.73E-04,sf10,3,edge,deletion,adjlist,Scale Free
6.89E-04,sf10,3,edge,deletion,adjlist,Scale Free
6.42E-04,sf10,3,edge,deletion,adjlist,Scale Free
7.68E-04,sf11,3,edge,deletion,adjlist,Scale Free
0.001810211,sf11,3,edge,deletion,adjlist,Scale Free
7.22E-04,sf11,3,edge,deletion,adjlist,Scale Free
6.12E-04,sf11,3,edge,deletion,adjlist,Scale Free
8.68E-04,sf11,3,edge,deletion,adjlist,Scale Free
7.44E-04,sf12,3,edge,deletion,adjlist,Scale Free
7.47E-04,sf12,3,edge,deletion,adjlist,Scale Free
6.76E-04,sf12,3,edge,deletion,adjlist,Scale Free
6.71E-04,sf12,3,edge,deletion,adjlist,Scale Free
6.32E-04,sf12,3,edge,deletion,adjlist,Scale Free
8.47E-04,sf13,4,edge,deletion,adjlist,Scale Free
7.19E-04,sf13,4,edge,deletion,adjlist,Scale Free
8.79E-04,sf13,4,edge,deletion,adjlist,Scale Free
9.76E-04,sf13,4,edge,deletion,adjlist,Scale Free
8.48E-04,sf13,4,edge,deletion,adjlist,Scale Free
9.36E-04,sf14,4,edge,deletion,adjlist,Scale Free
7.36E-04,sf14,4,edge,deletion,adjlist,Scale Free
0.00153909,sf14,4,edge,deletion,adjlist,Scale Free
7.56E-04,sf14,4,edge,deletion,adjlist,Scale Free
7.43E-04,sf14,4,edge,deletion,adjlist,Scale Free
7.87E-04,sf15,4,edge,deletion,adjlist,Scale Free
8.46E-04,sf15,4,edge,deletion,adjlist,Scale Free
7.62E-04,sf15,4,edge,deletion,adjlist,Scale Free
7.46E-04,sf15,4,edge,deletion,adjlist,Scale Free
8.79E-04,sf15,4,edge,deletion,adjlist,Scale Free
8.23E-04,sf16,5,edge,deletion,adjlist,Scale Free
7.07E-04,sf16,5,edge,deletion,adjlist,Scale Free
7.23E-04,sf16,5,edge,deletion,adjlist,Scale Free
0.002812053,sf16,5,edge,deletion,adjlist,Scale Free
7.99E-04,sf16,5,edge,deletion,adjlist,Scale Free
9.70E-04,sf17,5,edge,deletion,adjlist,Scale Free
8.95E-04,sf17,5,edge,deletion,adjlist,Scale Free
8.60E-04,sf17,5,edge,deletion,adjlist,Scale Free
8.28E-04,sf17,5,edge,deletion,adjlist,Scale Free
8.75E-04,sf17,5,edge,deletion,adjlist,Scale Free
7.32E-04,sf18,5,edge,deletion,adjlist,Scale Free
7.58E-04,sf18,5,edge,deletion,adjlist,Scale Free
9.36E-04,sf18,5,edge,deletion,adjlist,Scale Free
8.51E-04,sf18,5,edge,deletion,adjlist,Scale Free
9.03E-04,sf18,5,edge,deletion,adjlist,Scale Free
0.001454552,sf19,6,edge,deletion,adjlist,Scale Free
8.93E-04,sf19,6,edge,deletion,adjlist,Scale Free
6.98E-04,sf19,6,edge,deletion,adjlist,Scale Free
7.49E-04,sf19,6,edge,deletion,adjlist,Scale Free
6.78E-04,sf19,6,edge,deletion,adjlist,Scale Free
6.81E-04,sf20,6,edge,deletion,adjlist,Scale Free
6.57E-04,sf20,6,edge,deletion,adjlist,Scale Free
7.05E-04,sf20,6,edge,deletion,adjlist,Scale Free
6.27E-04,sf20,6,edge,deletion,adjlist,Scale Free
6.79E-04,sf20,6,edge,deletion,adjlist,Scale Free
7.51E-04,sf21,6,edge,deletion,adjlist,Scale Free
8.25E-04,sf21,6,edge,deletion,adjlist,Scale Free
8.02E-04,sf21,6,edge,deletion,adjlist,Scale Free
8.06E-04,sf21,6,edge,deletion,adjlist,Scale Free
8.37E-04,sf21,6,edge,deletion,adjlist,Scale Free
7.66E-04,sf22,7,edge,deletion,adjlist,Scale Free
7.48E-04,sf22,7,edge,deletion,adjlist,Scale Free
9.28E-04,sf22,7,edge,deletion,adjlist,Scale Free
6.94E-04,sf22,7,edge,deletion,adjlist,Scale Free
8.42E-04,sf22,7,edge,deletion,adjlist,Scale Free
8.77E-04,sf23,7,edge,deletion,adjlist,Scale Free
8.23E-04,sf23,7,edge,deletion,adjlist,Scale Free
7.48E-04,sf23,7,edge,deletion,adjlist,Scale Free
9.28E-04,sf23,7,edge,deletion,adjlist,Scale Free
9.48E-04,sf23,7,edge,deletion,adjlist,Scale Free
9.31E-04,sf24,7,edge,deletion,adjlist,Scale Free
8.04E-04,sf24,7,edge,deletion,adjlist,Scale Free
9.10E-04,sf24,7,edge,deletion,adjlist,Scale Free
7.64E-04,sf24,7,edge,deletion,adjlist,Scale Free
8.30E-04,sf24,7,edge,deletion,adjlist,Scale Free
0.001029369,sf25,8,edge,deletion,adjlist,Scale Free
0.00104494,sf25,8,edge,deletion,adjlist,Scale Free
9.41E-04,sf25,8,edge,deletion,adjlist,Scale Free
0.001014374,sf25,8,edge,deletion,adjlist,Scale Free
9.30E-04,sf25,8,edge,deletion,adjlist,Scale Free
0.00106474,sf26,8,edge,deletion,adjlist,Scale Free
9.40E-04,sf26,8,edge,deletion,adjlist,Scale Free
9.05E-04,sf26,8,edge,deletion,adjlist,Scale Free
0.001057235,sf26,8,edge,deletion,adjlist,Scale Free
8.22E-04,sf26,8,edge,deletion,adjlist,Scale Free
0.00101613,sf27,8,edge,deletion,adjlist,Scale Free
0.001087729,sf27,8,edge,deletion,adjlist,Scale Free
0.001172583,sf27,8,edge,deletion,adjlist,Scale Free
0.001170658,sf27,8,edge,deletion,adjlist,Scale Free
0.001164575,sf27,8,edge,deletion,adjlist,Scale Free
8.47E-05,sf01,0,edge,deletion,adjmat,Scale Free
9.66E-05,sf01,0,edge,deletion,adjmat,Scale Free
8.98E-05,sf01,0,edge,deletion,adjmat,Scale Free
7.99E-05,sf01,0,edge,deletion,adjmat,Scale Free
9.41E-05,sf01,0,edge,deletion,adjmat,Scale Free
8.22E-05,sf02,0,edge,deletion,adjmat,Scale Free
8.18E-05,sf02,0,edge,deletion,adjmat,Scale Free
8.32E-05,sf02,0,edge,deletion,adjmat,Scale Free
8.52E-05,sf02,0,edge,deletion,adjmat,Scale Free
1.06E-04,sf02,0,edge,deletion,adjmat,Scale Free
8.36E-05,sf03,0,edge,deletion,adjmat,Scale Free
1.35E-04,sf03,0,edge,deletion,adjmat,Scale Free
8.35E-05,sf03,0,edge,deletion,adjmat,Scale Free
8.64E-05,sf03,0,edge,deletion,adjmat,Scale Free
8.19E-05,sf03,0,edge,deletion,adjmat,Scale Free
9.19E-05,sf04,1,edge,deletion,adjmat,Scale Free
8.41E-05,sf04,1,edge,deletion,adjmat,Scale Free
8.65E-05,sf04,1,edge,deletion,adjmat,Scale Free
8.63E-05,sf04,1,edge,deletion,adjmat,Scale Free
8.64E-05,sf04,1,edge,deletion,adjmat,Scale Free
8.62E-05,sf05,1,edge,deletion,adjmat,Scale Free
8.17E-05,sf05,1,edge,deletion,adjmat,Scale Free
8.74E-05,sf05,1,edge,deletion,adjmat,Scale Free
8.12E-05,sf05,1,edge,deletion,adjmat,Scale Free
8.75E-05,sf05,1,edge,deletion,adjmat,Scale Free
8.70E-05,sf06,1,edge,deletion,adjmat,Scale Free
8.86E-05,sf06,1,edge,deletion,adjmat,Scale Free
1.01E-04,sf06,1,edge,deletion,adjmat,Scale Free
8.33E-05,sf06,1,edge,deletion,adjmat,Scale Free
4.83E-04,sf06,1,edge,deletion,adjmat,Scale Free
9.34E-05,sf07,2,edge,deletion,adjmat,Scale Free
1.03E-04,sf07,2,edge,deletion,adjmat,Scale Free
1.09E-04,sf07,2,edge,deletion,adjmat,Scale Free
1.03E-04,sf07,2,edge,deletion,adjmat,Scale Free
9.02E-05,sf07,2,edge,deletion,adjmat,Scale Free
9.56E-05,sf08,2,edge,deletion,adjmat,Scale Free
9.28E-05,sf08,2,edge,deletion,adjmat,Scale Free
1.16E-04,sf08,2,edge,deletion,adjmat,Scale Free
9.30E-05,sf08,2,edge,deletion,adjmat,Scale Free
9.86E-05,sf08,2,edge,deletion,adjmat,Scale Free
9.40E-05,sf09,2,edge,deletion,adjmat,Scale Free
9.59E-05,sf09,2,edge,deletion,adjmat,Scale Free
9.19E-05,sf09,2,edge,deletion,adjmat,Scale Free
9.70E-05,sf09,2,edge,deletion,adjmat,Scale Free
1.29E-04,sf09,2,edge,deletion,adjmat,Scale Free
6.15E-04,sf10,3,edge,deletion,adjmat,Scale Free
6.01E-04,sf10,3,edge,deletion,adjmat,Scale Free
2.78E-04,sf10,3,edge,deletion,adjmat,Scale Free
6.00E-04,sf10,3,edge,deletion,adjmat,Scale Free
4.91E-04,sf10,3,edge,deletion,adjmat,Scale Free
0.00270128,sf11,3,edge,deletion,adjmat,Scale Free
5.12E-04,sf11,3,edge,deletion,adjmat,Scale Free
1.95E-04,sf11,3,edge,deletion,adjmat,Scale Free
4.74E-04,sf11,3,edge,deletion,adjmat,Scale Free
4.38E-04,sf11,3,edge,deletion,adjmat,Scale Free
2.31E-04,sf12,3,edge,deletion,adjmat,Scale Free
4.74E-04,sf12,3,edge,deletion,adjmat,Scale Free
5.25E-04,sf12,3,edge,deletion,adjmat,Scale Free
2.62E-04,sf12,3,edge,deletion,adjmat,Scale Free
5.55E-04,sf12,3,edge,deletion,adjmat,Scale Free
5.23E-04,sf13,4,edge,deletion,adjmat,Scale Free
1.83E-04,sf13,4,edge,deletion,adjmat,Scale Free
2.69E-04,sf13,4,edge,deletion,adjmat,Scale Free
2.14E-04,sf13,4,edge,deletion,adjmat,Scale Free
3.62E-04,sf13,4,edge,deletion,adjmat,Scale Free
2.92E-04,sf14,4,edge,deletion,adjmat,Scale Free
4.88E-04,sf14,4,edge,deletion,adjmat,Scale Free
4.38E-04,sf14,4,edge,deletion,adjmat,Scale Free
5.66E-04,sf14,4,edge,deletion,adjmat,Scale Free
2.32E-04,sf14,4,edge,deletion,adjmat,Scale Free
4.60E-04,sf15,4,edge,deletion,adjmat,Scale Free
2.03E-04,sf15,4,edge,deletion,adjmat,Scale Free
2.92E-04,sf15,4,edge,deletion,adjmat,Scale Free
1.93E-04,sf15,4,edge,deletion,adjmat,Scale Free
3.29E-04,sf15,4,edge,deletion,adjmat,Scale Free
4.43E-04,sf16,5,edge,deletion,adjmat,Scale Free
2.17E-04,sf16,5,edge,deletion,adjmat,Scale Free
3.63E-04,sf16,5,edge,deletion,adjmat,Scale Free
1.84E-04,sf16,5,edge,deletion,adjmat,Scale Free
0.001247006,sf16,5,edge,deletion,adjmat,Scale Free
2.50E-04,sf17,5,edge,deletion,adjmat,Scale Free
3.49E-04,sf17,5,edge,deletion,adjmat,Scale Free
1.77E-04,sf17,5,edge,deletion,adjmat,Scale Free
3.35E-04,sf17,5,edge,deletion,adjmat,Scale Free
1.85E-04,sf17,5,edge,deletion,adjmat,Scale Free
2.43E-04,sf18,5,edge,deletion,adjmat,Scale Free
4.09E-04,sf18,5,edge,deletion,adjmat,Scale Free
2.13E-04,sf18,5,edge,deletion,adjmat,Scale Free
2.38E-04,sf18,5,edge,deletion,adjmat,Scale Free
2.23E-04,sf18,5,edge,deletion,adjmat,Scale Free
2.09E-04,sf19,6,edge,deletion,adjmat,Scale Free
0.001922597,sf19,6,edge,deletion,adjmat,Scale Free
2.51E-04,sf19,6,edge,deletion,adjmat,Scale Free
8.34E-04,sf19,6,edge,deletion,adjmat,Scale Free
2.98E-04,sf19,6,edge,deletion,adjmat,Scale Free
6.18E-04,sf20,6,edge,deletion,adjmat,Scale Free
7.97E-04,sf20,6,edge,deletion,adjmat,Scale Free
2.53E-04,sf20,6,edge,deletion,adjmat,Scale Free
2.95E-04,sf20,6,edge,deletion,adjmat,Scale Free
2.55E-04,sf20,6,edge,deletion,adjmat,Scale Free
2.56E-04,sf21,6,edge,deletion,adjmat,Scale Free
2.78E-04,sf21,6,edge,deletion,adjmat,Scale Free
7.27E-04,sf21,6,edge,deletion,adjmat,Scale Free
2.49E-04,sf21,6,edge,deletion,adjmat,Scale Free
2.72E-04,sf21,6,edge,deletion,adjmat,Scale Free
6.94E-04,sf22,7,edge,deletion,adjmat,Scale Free
