500,461,1,8,3,2
500,461,2,17,9,2
500,461,3,40,23,2
500,461,4,65,25,9
500,461,5,93,28,15
500,461,6,108,15,20
500,461,7,123,15,9
500,461,8,132,9,17
500,461,9,137,5,13
500,461,10,142,5,6
500,461,11,147,5,8
500,461,12,149,2,5
500,461,13,151,2,8
500,461,14,153,2,8
500,461,15,153,0,7
500,461,16,154,1,3
500,461,17,154,0,2
500,461,18,155,1,2
500,461,19,156,1,3
500,461,20,156,0,3
500,461,21,156,0,4
500,461,22,156,0,3
500,461,23,156,0,0
500,461,24,156,0,0
500,461,25,157,1,1
500,461,26,157,0,0
500,461,27,157,0,0
500,461,28,157,0,2
500,461,29,157,0,1
500,461,30,157,0,0
500,461,31,157,0,0
500,461,32,157,0,1
500,461,33,157,0,1
500,461,34,157,0,0
500,461,35,157,0,0
500,461,36,157,0,0
500,461,37,157,0,0
500,461,38,157,0,0
500,461,39,157,0,0
500,461,40,157,0,0
500,461,41,157,0,0
500,461,42,157,0,0
500,461,1,5,0,1
500,461,2,5,0,1
500,461,3,5,0,2
500,461,4,5,0,0
500,461,5,5,0,0
500,461,6,5,0,1
500,461,7,5,0,0
500,461,8,5,0,0
500,461,9,5,0,0
500,461,10,5,0,0
500,461,11,5,0,0
500,461,12,5,0,0
500,461,13,5,0,0
500,461,14,5,0,0
500,461,15,5,0,0
500,461,1,5,0,3
500,461,2,5,0,1
500,461,3,5,0,1
500,461,4,5,0,0
500,461,5,5,0,0
500,461,6,5,0,0
500,461,7,5,0,0
500,461,8,5,0,0
500,461,9,5,0,0
500,461,10,5,0,0
500,461,11,5,0,0
500,461,12,5,0,0
500,461,1,9,4,1
500,461,2,28,19,2
500,461,3,92,64,3
500,461,4,151,59,25
500,461,5,188,37,26
500,461,6,205,17,34
500,461,7,213,8,18
500,461,8,215,2,20
500,461,9,217,2,27
500,461,10,218,1,14
500,461,11,218,0,8
500,461,12,218,0,9
500,461,13,218,0,11
500,461,14,218,0,2
500,461,15,218,0,2
500,461,16,218,0,3
500,461,17,218,0,2
500,461,18,218,0,3
500,461,19,218,0,2
500,461,20,218,0,2
500,461,21,218,0,1
500,461,22,218,0,0
500,461,23,218,0,1
500,461,24,218,0,0
500,461,25,218,0,1
500,461,26,218,0,0
500,461,27,218,0,1
500,461,28,218,0,0
500,461,29,218,0,0
500,461,30,218,0,0
500,461,31,218,0,0
500,461,32,218,0,0
500,461,33,218,0,0
500,461,34,218,0,0
500,461,35,218,0,0
500,461,36,218,0,0
500,461,1,8,3,5
500,461,2,21,13,0
500,461,3,62,41,10
500,461,4,136,74,24
500,461,5,168,32,52
500,461,6,182,14,36
500,461,7,187,5,28
500,461,8,192,5,19
500,461,9,193,1,6
500,461,10,193,0,9
500,461,11,193,0,0
500,461,12,193,0,4
500,461,13,193,0,0
500,461,14,193,0,0
500,461,15,193,0,0
500,461,16,193,0,0
500,461,17,193,0,0
500,461,18,193,0,0
500,461,19,193,0,0
500,461,20,193,0,0
500,461,21,193,0,0
500,461,1,9,4,5
500,461,2,38,29,3
500,461,3,99,61,20
500,461,4,131,32,54
500,461,5,142,11,43
500,461,6,143,1,12
500,461,7,144,1,4
500,461,8,146,2,2
500,461,9,146,0,2
500,461,10,147,1,1
500,461,11,147,0,0
500,461,12,147,0,1
500,461,13,147,0,0
500,461,14,147,0,0
500,461,15,147,0,0
500,461,16,147,0,0
500,461,17,147,0,0
500,461,18,147,0,0
500,461,19,147,0,0
500,461,20,147,0,0
500,461,21,147,0,0
500,461,1,11,6,1
500,461,2,57,46,4
500,461,3,139,82,14
500,461,4,195,56,26
500,461,5,217,22,48
500,461,6,223,6,33
500,461,7,224,1,23
500,461,8,224,0,15
500,461,9,224,0,13
500,461,10,224,0,12
500,461,11,224,0,13
500,461,12,224,0,9
500,461,13,224,0,2
500,461,14,224,0,3
500,461,15,224,0,2
500,461,16,224,0,3
500,461,17,224,0,0
500,461,18,224,0,1
500,461,19,224,0,0
500,461,20,224,0,0
500,461,21,224,0,1
500,461,22,224,0,0
500,461,23,224,0,0
500,461,24,224,0,0
500,461,25,224,0,0
500,461,26,224,0,1
500,461,27,224,0,0
500,461,28,224,0,0
500,461,29,224,0,0
500,461,30,224,0,0
500,461,31,224,0,0
500,461,32,224,0,0
500,461,33,224,0,0
500,461,34,224,0,0
500,461,35,224,0,0
500,461,1,12,7,0
500,461,2,68,56,4
500,461,3,151,83,34
500,461,4,198,47,50
500,461,5,208,10,57
500,461,6,211,3,31
500,461,7,211,0,17
500,461,8,211,0,13
500,461,9,211,0,1
500,461,10,211,0,1
500,461,11,211,0,1
500,461,12,211,0,1
500,461,13,211,0,1
500,461,14,211,0,0
500,461,15,211,0,0
500,461,16,211,0,0
500,461,17,211,0,0
500,461,18,211,0,0
500,461,19,211,0,0
500,461,20,211,0,0
500,461,21,211,0,0
500,461,22,211,0,0
500,461,1,10,5,4
500,461,2,17,7,6
500,461,3,58,41,5
500,461,4,141,83,32
500,461,5,192,51,72
500,461,6,205,13,58
500,461,7,209,4,20
500,461,8,211,2,8
500,461,9,211,0,1
500,461,10,211,0,5
500,461,11,211,0,0
500,461,12,211,0,0
500,461,13,211,0,0
500,461,14,211,0,0
500,461,15,211,0,0
500,461,16,211,0,0
500,461,17,211,0,0
500,461,18,211,0,0
500,461,19,211,0,0
500,1737,1,15,10,1
500,1737,2,71,56,3
500,1737,3,185,114,9
500,1737,4,267,82,43
500,1737,5,304,37,56
500,1737,6,321,17,41
500,1737,7,332,11,33
500,1737,8,335,3,39
500,1737,9,335,0,24
500,1737,10,337,2,23
500,1737,11,340,3,15
500,1737,12,340,0,8
500,1737,13,340,0,14
500,1737,14,340,0,8
500,1737,15,340,0,5
500,1737,16,340,0,6
500,1737,17,340,0,0
500,1737,18,340,0,2
500,1737,19,340,0,2
500,1737,20,340,0,1
500,1737,21,340,0,2
500,1737,22,340,0,1
500,1737,23,340,0,1
500,1737,24,340,0,1
500,1737,25,340,0,1
500,1737,26,340,0,1
500,1737,27,340,0,0
500,1737,28,340,0,0
500,1737,29,340,0,0
500,1737,30,340,0,0
500,1737,31,340,0,0
500,1737,32,340,0,0
500,1737,33,340,0,0
500,1737,34,340,0,0
500,1737,35,340,0,0
500,1737,1,13,8,4
500,1737,2,48,35,6
500,1737,3,143,95,15
500,1737,4,235,92,59
500,1737,5,288,53,69
500,1737,6,304,16,61
500,1737,7,309,5,45
500,1737,8,312,3,31
500,1737,9,313,1,14
500,1737,10,314,1,4
500,1737,11,315,1,2
500,1737,12,315,0,3
500,1737,13,315,0,2
500,1737,14,315,0,0
500,1737,15,315,0,0
500,1737,16,315,0,0
500,1737,17,315,0,0
500,1737,18,315,0,0
500,1737,19,315,0,0
500,1737,20,315,0,0
500,1737,21,315,0,0
500,1737,22,315,0,0
500,1737,1,5,0,5
500,1737,2,5,0,0
500,1737,3,5,0,0
500,1737,4,5,0,0
500,1737,5,5,0,0
500,1737,6,5,0,0
500,1737,7,5,0,0
500,1737,8,5,0,0
500,1737,9,5,0,0
500,1737,10,5,0,0
500,1737,1,8,3,3
500,1737,2,55,47,3
500,1737,3,223,168,11
500,1737,4,328,105,59
500,1737,5,359,31,71
500,1737,6,372,13,53
500,1737,7,373,1,40
500,1737,8,374,1,30
500,1737,9,374,0,18
500,1737,10,374,0,19
500,1737,11,374,0,19
500,1737,12,374,0,14
500,1737,13,374,0,8
500,1737,14,374,0,7
500,1737,15,374,0,6
500,1737,16,374,0,2
500,1737,17,374,0,6
500,1737,18,374,0,1
500,1737,19,374,0,0
500,1737,20,374,0,0
500,1737,21,374,0,1
500,1737,22,374,0,2
500,1737,23,374,0,0
500,1737,24,374,0,0
500,1737,25,374,0,0
500,1737,26,374,0,0
500,1737,27,374,0,0
500,1737,28,374,0,1
500,1737,29,374,0,0
500,1737,30,374,0,0
500,1737,31,374,0,0
500,1737,32,374,0,0
500,1737,33,374,0,0
500,1737,34,374,0,0
500,1737,35,374,0,0
500,1737,36,374,0,0
500,1737,37,374,0,0
500,1737,1,12,7,3
500,1737,2,111,99,5
500,1737,3,284,173,60
500,1737,4,339,55,104
500,1737,5,353,14,77
500,1737,6,356,3,52
500,1737,7,356,0,28
500,1737,8,356,0,12
500,1737,9,356,0,5
500,1737,10,356,0,3
500,1737,11,356,0,4
500,1737,12,356,0,3
500,1737,13,356,0,0
500,1737,14,356,0,0
500,1737,15,356,0,0
500,1737,16,356,0,0
500,1737,17,356,0,0
500,1737,18,356,0,0
500,1737,19,356,0,0
500,1737,20,356,0,0
500,1737,21,356,0,0
500,1737,1,22,17,3
500,1737,2,150,128,14
500,1737,3,297,147,98
500,1737,4,331,34,138
500,1737,5,337,6,58
500,1737,6,339,2,15
500,1737,7,339,0,9
500,1737,8,339,0,2
500,1737,9,339,0,1
500,1737,10,339,0,1
500,1737,11,339,0,0
500,1737,12,339,0,0
