1,12,7,2
2,34,22,1
3,67,33,7
4,93,26,11
5,123,30,19
6,139,16,18
7,151,12,19
8,155,4,21
9,161,6,17
10,161,0,10
11,163,2,13
12,164,1,6
13,165,1,7
14,166,1,2
15,166,0,2
16,166,0,5
17,167,1,1
18,168,1,2
19,168,0,0
20,168,0,1
21,168,0,2
22,168,0,1
23,168,0,0
24,168,0,0
25,168,0,0
26,168,0,0
27,168,0,0
28,168,0,0
29,168,0,0
30,168,0,0
31,168,0,1
32,168,0,0
33,168,0,0
34,168,0,0
35,168,0,0
36,168,0,0
37,168,0,0
38,168,0,0
39,168,0,0
40,168,0,0
1,18,13,3
2,39,21,4
3,69,30,16
4,99,30,16
5,122,23,36
6,131,9,21
7,140,9,17
8,146,6,13
9,149,3,9
10,151,2,9
11,152,1,1
12,152,0,3
13,152,0,2
14,152,0,1
15,152,0,1
16,152,0,0
17,152,0,0
18,152,0,0
19,152,0,0
20,152,0,0
21,152,0,0
22,152,0,0
23,152,0,0
24,152,0,0
1,21,16,3
2,46,25,14
3,80,34,24
4,100,20,31
5,108,8,19
6,117,9,15
7,120,3,8
8,120,0,5
9,120,0,1
10,120,0,0
11,120,0,0
12,120,0,0
13,120,0,0
14,120,0,0
15,120,0,0
16,120,0,0
17,120,0,0
18,120,0,0
1,32,27,2
2,98,66,6
3,151,53,19
4,184,33,27
5,199,15,36
6,205,6,24
7,205,0,23
8,209,4,20
9,209,0,10
10,210,1,8
11,210,0,9
12,210,0,4
13,210,0,8
14,210,0,0
15,210,0,7
16,210,0,2
17,210,0,2
18,210,0,1
19,210,0,1
20,210,0,0
21,210,0,0
22,210,0,0
23,210,0,1
24,210,0,0
25,210,0,0
26,210,0,0
27,210,0,0
28,210,0,0
29,210,0,0
30,210,0,0
31,210,0,0
32,210,0,0
1,12,7,1
2,40,28,5
3,96,56,21
4,141,45,33
5,165,24,39
6,171,6,31
7,177,6,21
8,180,3,11
9,181,1,6
10,181,0,11
11,181,0,1
12,181,0,0
13,181,0,0
14,181,0,1
15,181,0,0
16,181,0,0
17,181,0,0
18,181,0,0
19,181,0,0
20,181,0,0
21,181,0,0
22,181,0,0
23,181,0,0
1,15,10,5
2,45,30,9
3,85,40,25
4,113,28,36
5,139,26,26
6,152,13,27
7,158,6,18
8,160,2,7
9,160,0,5
10,160,0,2
11,160,0,0
12,160,0,0
13,160,0,0
14,160,0,0
15,160,0,0
16,160,0,0
17,160,0,0
18,160,0,0
19,160,0,0
1,38,33,0
2,123,85,9
3,181,58,33
4,212,31,35
5,222,10,41
6,224,2,30
7,224,0,21
8,224,0,23
9,224,0,6
10,224,0,7
11,224,0,4
12,224,0,4
13,224,0,3
14,224,0,3
15,224,0,0
16,224,0,1
17,224,0,1
18,224,0,1
19,224,0,0
20,224,0,0
21,224,0,0
22,224,0,0
23,224,0,1
24,224,0,0
25,224,0,0
26,224,0,0
27,224,0,0
28,224,0,0
29,224,0,0
30,224,0,0
31,224,0,0
32,224,0,1
33,224,0,0
34,224,0,0
35,224,0,0
36,224,0,0
37,224,0,0
38,224,0,0
39,224,0,0
40,224,0,0
41,224,0,0
1,50,45,1
2,135,85,26
3,180,45,59
4,198,18,45
5,203,5,30
6,203,0,23
7,203,0,6
8,203,0,5
9,203,0,2
10,203,0,3
11,203,0,1
12,203,0,2
13,203,0,0
14,203,0,0
15,203,0,0
16,203,0,0
17,203,0,0
18,203,0,0
19,203,0,0
20,203,0,0
21,203,0,0
1,23,18,3
2,93,70,18
3,166,73,48
4,189,23,72
5,194,5,39
6,196,2,10
7,197,1,6
8,197,0,1
9,197,0,0
10,197,0,0
11,197,0,0
12,197,0,0
13,197,0,0
14,197,0,0
15,197,0,0
16,197,0,0
17,197,0,0
1,36,31,0
2,144,108,3
3,255,111,33
4,298,43,53
5,327,29,35
6,342,15,47
7,348,6,45
8,354,6,38
9,355,1,19
10,356,1,16
11,357,1,14
12,357,0,11
13,357,0,11
14,357,0,9
15,357,0,4
16,357,0,6
17,357,0,1
18,357,0,2
19,357,0,5
20,357,0,1
21,358,1,0
22,358,0,2
23,358,0,1
24,358,0,1
25,358,0,0
26,358,0,0
27,358,0,0
28,358,0,1
29,358,0,0
30,358,0,0
31,358,0,0
32,358,0,0
33,358,0,0
34,358,0,0
35,358,0,0
36,358,0,0
37,358,0,0
1,31,26,2
2,118,87,17
3,218,100,49
4,268,50,74
5,295,27,65
6,306,11,44
7,313,7,28
8,314,1,15
9,314,0,10
10,315,1,3
11,317,2,4
12,317,0,3
13,317,0,1
14,317,0,1
15,317,0,0
16,317,0,0
17,317,0,1
18,317,0,0
19,317,0,0
20,317,0,0
21,317,0,0
22,317,0,0
23,317,0,0
24,317,0,0
25,317,0,0
26,317,0,0
1,49,44,5
2,156,107,36
3,238,82,77
4,273,35,94
5,282,9,45
6,285,3,20
7,285,0,6
8,285,0,2
9,285,0,0
10,285,0,0
11,285,0,0
12,285,0,0
13,285,0,0
14,285,0,0
15,285,0,0
16,285,0,0
17,285,0,0
1,46,41,1
2,211,165,9
3,321,110,48
4,368,47,56
5,381,13,72
6,383,2,34
7,384,1,41
8,384,0,30
9,385,1,23
10,386,1,23
11,386,0,14
12,386,0,9
13,386,0,6
14,386,0,9
15,386,0,3
16,386,0,2
17,386,0,1
18,386,0,1
19,386,0,2
20,386,0,0
21,386,0,1
22,386,0,0
23,386,0,0
24,386,0,0
25,386,0,0
26,386,0,0
27,386,0,1
28,386,0,0
29,386,0,0
30,386,0,0
31,386,0,0
32,386,0,0
33,386,0,0
34,386,0,0
35,386,0,0
36,386,0,0
1,9,4,4
2,21,12,1
3,113,92,10
4,281,168,47
5,344,63,107
6,359,15,90
7,363,4,49
8,365,2,23
9,366,1,13
10,366,0,13
11,366,0,4
12,366,0,2
13,366,0,3
14,366,0,0
15,366,0,0
16,366,0,0
17,366,0,0
18,366,0,0
19,366,0,0
20,366,0,0
21,366,0,0
22,366,0,0
1,17,12,3
2,111,94,12
3,272,161,79
4,332,60,135
5,341,9,79
6,342,1,28
7,342,0,4
8,342,0,2
9,342,0,0
10,342,0,0
11,342,0,0
12,342,0,0
13,342,0,0
14,342,0,0
15,342,0,0
16,342,0,0
17,342,0,0
1,70,65,3
2,277,207,19
3,360,83,65
4,380,20,57
5,387,7,64
6,390,3,39
7,392,2,34
8,392,0,32
