1,5,0,3
2,6,1,1
3,6,0,0
4,7,1,1
5,9,2,0
6,10,1,2
7,13,3,1
8,15,2,2
9,16,1,2
10,17,1,2
11,17,0,3
12,17,0,0
13,17,0,0
14,17,0,0
15,17,0,0
16,17,0,0
17,17,0,0
18,17,0,0
19,17,0,0
20,17,0,0
1,8,3,4
2,11,3,3
3,12,1,1
4,18,6,2
5,23,5,4
6,28,5,9
7,29,1,3
8,29,0,0
9,30,1,1
10,33,3,1
11,35,2,2
12,37,2,3
13,38,1,2
14,38,0,2
15,38,0,1
16,38,0,0
17,38,0,0
18,38,0,0
19,38,0,0
20,38,0,0
21,38,0,0
22,38,0,0
23,38,0,0
24,38,0,0
1,9,4,4
2,9,0,4
3,9,0,1
4,9,0,0
5,9,0,0
6,9,0,0
7,9,0,0
8,9,0,0
9,9,0,0
10,9,0,0
11,9,0,0
12,9,0,0
1,7,2,1
2,9,2,2
3,13,4,1
4,20,7,1
5,28,8,2
6,41,13,4
7,57,16,8
8,81,24,5
9,112,31,18
10,150,38,17
11,183,33,23
12,210,27,23
13,234,24,29
14,252,18,29
15,272,20,23
16,285,13,24
17,295,10,16
18,299,4,22
19,303,4,9
20,306,3,5
21,310,4,9
22,312,2,10
23,313,1,7
24,313,0,6
25,313,0,4
26,313,0,4
27,313,0,1
28,313,0,6
29,313,0,2
30,313,0,0
31,313,0,2
32,313,0,0
33,313,0,0
34,313,0,0
35,313,0,0
36,313,0,0
37,313,0,0
38,313,0,0
39,313,0,0
40,313,0,0
1,10,5,2
2,13,3,5
3,20,7,1
4,30,10,5
5,40,10,6
6,51,11,9
7,68,17,9
8,77,9,16
9,91,14,14
10,104,13,10
11,120,16,15
12,142,22,18
13,163,21,14
14,178,15,17
15,185,7,18
16,192,7,13
17,197,5,13
18,201,4,7
19,205,4,6
20,212,7,2
21,217,5,7
22,219,2,6
23,221,2,4
24,224,3,0
25,227,3,3
26,228,1,5
27,228,0,2
28,229,1,0
29,230,1,1
30,234,4,2
31,235,1,3
32,235,0,2
33,235,0,0
34,235,0,0
35,235,0,0
36,235,0,0
37,235,0,0
38,235,0,0
39,235,0,0
40,235,0,0
41,235,0,0
1,9,4,3
2,14,5,5
3,17,3,4
4,18,1,5
5,19,1,1
6,21,2,0
7,22,1,3
8,22,0,1
9,22,0,0
10,22,0,0
11,22,0,0
12,22,0,0
13,22,0,0
14,22,0,0
15,22,0,0
16,22,0,0
17,22,0,0
1,10,5,2
2,19,9,0
3,30,11,7
4,43,13,5
5,61,18,7
6,86,25,14
7,117,31,18
8,166,49,11
9,220,54,21
10,264,44,35
11,304,40,33
12,324,20,47
13,340,16,25
14,353,13,30
15,366,13,27
16,376,10,16
